AcYr,FrisYr,Sess,Dept,Sect,Course,Msec,Rel1,Rel2,Cap,MarkCal,Activity,Class Day,Start,Finish,U/G,Disc Date
2025,2025-2026,Winter,ECE,ELEC6851/4-WW 1,ELEC6851,WW,,1,60,1.2,LEC-Lecture,---J---,17:45,20:15,G,2026-03-23
2025,2025-2026,Winter,ECE,ENCS6921/4-ECE 1,ENCS6921,ECE,,1,30,1.2,LEC-Lecture,-------,00:00,00:00,G,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R 2,ENGR233,R,,2,150,1.2 attibute: 0.15,LEC-Lecture,-T-J---,11:45,13:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U 5,ENGR233,U,,5,150,1.2 attibute: 0.15,LEC-Lecture,-T-J---,08:45,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-N 44,ENGR290,N,,44,60,1.2 attibute: 0.15,LEC-Lecture,-T-J---,11:45,13:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-U 1,ENGR290,U,,1,60,1.2 attibute: 0.15,LEC-Lecture,-T-J---,14:45,16:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UU 2,ENGR371,UU,,2,140,1.2 attibute: 0.15,LEC-Lecture,----F--,17:45,20:15,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W 3,ENGR371,W,,3,140,1.2 attibute: 0.15,LEC-Lecture,M-W----,10:15,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR411/4-ECE 3,ENGR411,ECE,,3,50,1.2,LEC-Lecture,-------,00:00,00:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ENCS8011/4-ECE 4,ENCS8011,ECE,,4,30,1.2,SEM-Seminar,-T-----,10:15,12:45,G,2026-03-23
2025,2025-2026,Winter,ECE,COEN212/4-W WA 2,COEN212,,W WA,2,32,1.2 attibute: 0.15,TUT-Tutorial,--W----,11:45,13:25,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN212/4-W WB 2,COEN212,,W WB,2,32,1.2 attibute: 0.15,TUT-Tutorial,----F--,11:45,13:25,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN212/4-W WC 2,COEN212,,W WC,2,32,1.2 attibute: 0.15,TUT-Tutorial,----F--,13:15,14:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN212/4-W WD 2,COEN212,,W WD,2,32,1.2 attibute: 0.15,TUT-Tutorial,--W----,11:45,13:25,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN231/4-W WA 2,COEN231,,W WA,2,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN231/4-W WB 2,COEN231,,W WB,2,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN231/4-W WC 2,COEN231,,W WC,2,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN243/4-J JA 1,COEN243,,J JA,1,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN243/4-J JB 1,COEN243,,J JB,1,26,1.2 attibute: 0.15,TUT-Tutorial,--W----,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN243/4-J JC 1,COEN243,,J JC,1,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN243/4-J JD 1,COEN243,,J JD,1,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN243/4-J JE 1,COEN243,,J JE,1,26,1.2 attibute: 0.15,TUT-Tutorial,--W----,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-D DA 2,COEN244,,D DA,2,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-D DB 2,COEN244,,D DB,2,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-D DC 2,COEN244,,D DC,2,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-D DD 2,COEN244,,D DD,2,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-D DE 2,COEN244,,D DE,2,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-S SA 1,COEN244,,S SA,1,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-S SB 1,COEN244,,S SB,1,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-S SC 1,COEN244,,S SC,1,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-S SD 1,COEN244,,S SD,1,26,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN244/4-S SE 1,COEN244,,S SE,1,26,1.2 attibute: 0.15,TUT-Tutorial,----F--,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-W WA 1,COEN311,,W WA,1,38,1.2 attibute: 0.15,TUT-Tutorial,--W----,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-W WB 1,COEN311,,W WB,1,38,1.2 attibute: 0.15,TUT-Tutorial,----F--,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-W WC 1,COEN311,,W WC,1,37,1.2 attibute: 0.15,TUT-Tutorial,---J---,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-Y YA 2,COEN311,,Y YA,2,38,1.2 attibute: 0.15,TUT-Tutorial,M------,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-Y YB 2,COEN311,,Y YB,2,37,1.2 attibute: 0.15,TUT-Tutorial,----F--,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN311/4-Y YC 2,COEN311,,Y YC,2,38,1.2 attibute: 0.15,TUT-Tutorial,M------,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN313/4-U UA 2,COEN313,,U UA,2,42,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN313/4-U UB 2,COEN313,,U UB,2,42,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN313/4-U UC 2,COEN313,,U UC,2,42,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN314/4-W WA 1,COEN314,,W WA,1,38,1.2 attibute: 0.15,TUT-Tutorial,--W----,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN314/4-W WB 1,COEN314,,W WB,1,38,1.2 attibute: 0.15,TUT-Tutorial,-T-----,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN314/4-W WC 1,COEN314,,W WC,1,37,1.2 attibute: 0.15,TUT-Tutorial,-T-----,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN316/4-W WA 1,COEN316,,W WA,1,33,1.2 attibute: 0.15,TUT-Tutorial,---J---,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN316/4-W WB 1,COEN316,,W WB,1,33,1.2 attibute: 0.15,TUT-Tutorial,----F--,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN316/4-W WC 1,COEN316,,W WC,1,32,1.2 attibute: 0.15,TUT-Tutorial,----F--,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN317/4-U UA 1,COEN317,,U UA,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN317/4-U UB 1,COEN317,,U UB,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN317/4-U UC 1,COEN317,,U UC,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,09:10,10:00,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN320/4-P PA 2,COEN320,,P PA,2,32,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN320/4-P PB 2,COEN320,,P PB,2,32,1.2 attibute: 0.15,TUT-Tutorial,M------,20:45,21:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN320/4-P PC 2,COEN320,,P PC,2,32,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN346/4-Y YA 1,COEN346,,Y YA,1,33,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN346/4-Y YB 1,COEN346,,Y YB,1,33,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN346/4-Y YC 1,COEN346,,Y YC,1,32,1.2 attibute: 0.15,TUT-Tutorial,---J---,16:15,17:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN352/4-V VA 1,COEN352,,V VA,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN352/4-V VB 1,COEN352,,V VB,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN352/4-V VC 1,COEN352,,V VC,1,28,1.2 attibute: 0.15,TUT-Tutorial,--W----,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN352/4-V VD 1,COEN352,,V VD,1,28,1.2 attibute: 0.15,TUT-Tutorial,--W----,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,COEN448/4-W WA 1,COEN448,,W WA,1,30,1.2,TUT-Tutorial,--W----,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC242/4-U UA 1,ELEC242,,U UA,1,34,1.2 attibute: 0.15,TUT-Tutorial,----F--,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC242/4-U UB 1,ELEC242,,U UB,1,34,1.2 attibute: 0.15,TUT-Tutorial,-T-----,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC242/4-U UC 1,ELEC242,,U UC,1,34,1.2 attibute: 0.15,TUT-Tutorial,---J---,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC242/4-U UD 1,ELEC242,,U UD,1,34,1.2 attibute: 0.15,TUT-Tutorial,M------,10:15,11:55,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC251/4-W WA 1,ELEC251,,W WA,1,35,1.2 attibute: 0.15,TUT-Tutorial,---J---,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC251/4-W WB 1,ELEC251,,W WB,1,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-D DA 9,ELEC273,,D DA,9,32,1.2 attibute: 0.15,TUT-Tutorial,---J---,14:20,16:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-D DB 9,ELEC273,,D DB,9,32,1.2 attibute: 0.15,TUT-Tutorial,-T-----,14:20,16:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-D DC 9,ELEC273,,D DC,9,32,1.2 attibute: 0.15,TUT-Tutorial,M------,14:20,16:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-D DD 9,ELEC273,,D DD,9,32,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:20,16:00,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-W WA 1,ELEC273,,W WA,1,32,1.2 attibute: 0.15,TUT-Tutorial,--W----,12:45,14:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-W WB 1,ELEC273,,W WB,1,32,1.2 attibute: 0.15,TUT-Tutorial,M------,12:45,14:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-W WC 1,ELEC273,,W WC,1,32,1.2 attibute: 0.15,TUT-Tutorial,M------,12:45,14:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC273/4-W WD 1,ELEC273,,W WD,1,32,1.2 attibute: 0.15,TUT-Tutorial,M------,12:45,14:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-JJJA 1,ELEC275,,JJJA,1,30,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,10:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-JJJB 1,ELEC275,,JJJB,1,30,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,13:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-JJJC 1,ELEC275,,JJJC,1,30,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,13:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-SSSA 2,ELEC275,,SSSA,2,40,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,10:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-SSSB 2,ELEC275,,SSSB,2,32,1.2 attibute: 0.15,TUT-Tutorial,M------,08:45,10:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC275/4-SSSC 2,ELEC275,,SSSC,2,32,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,10:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC311/4-H HA 1,ELEC311,,H HA,1,40,1.2 attibute: 0.15,TUT-Tutorial,M------,16:15,17:55,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC311/4-H HB 1,ELEC311,,H HB,1,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC312/4-W WA 1,ELEC312,,W WA,1,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC312/4-W WB 1,ELEC312,,W WB,1,40,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC321/4-EC A 1,ELEC321,,EC A,1,42,1.2 attibute: 0.15,TUT-Tutorial,-T-----,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC321/4-EC B 1,ELEC321,,EC B,1,42,1.2 attibute: 0.15,TUT-Tutorial,---J---,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC331/4-W WA 1,ELEC331,,W WA,1,30,1.2 attibute: 0.15,TUT-Tutorial,---J---,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC331/4-W WB 1,ELEC331,,W WB,1,30,1.2 attibute: 0.15,TUT-Tutorial,M------,10:15,11:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC342/4-M MA 1,ELEC342,,M MA,1,33,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC342/4-M MB 1,ELEC342,,M MB,1,35,1.2 attibute: 0.15,TUT-Tutorial,---J---,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC342/4-M MC 1,ELEC342,,M MC,1,28,1.2 attibute: 0.15,TUT-Tutorial,---J---,19:35,20:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC351/4-W WA 4,ELEC351,,W WA,4,24,1.2 attibute: 0.15,TUT-Tutorial,--W----,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC351/4-W WB 4,ELEC351,,W WB,4,24,1.2 attibute: 0.15,TUT-Tutorial,---J---,13:15,14:05,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC367/4-W WA 1,ELEC367,,W WA,1,25,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC367/4-W WB 1,ELEC367,,W WB,1,25,1.2 attibute: 0.15,TUT-Tutorial,---J---,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC372/4-U UA 1,ELEC372,,U UA,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC372/4-U UB 1,ELEC372,,U UB,1,28,1.2 attibute: 0.15,TUT-Tutorial,--W----,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC372/4-U UC 1,ELEC372,,U UC,1,28,1.2 attibute: 0.15,TUT-Tutorial,M------,11:45,12:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC390/COEN390/4-EC A 1,COEN390,,EC A,1,34,1.2 attibute: 0.15,TUT-Tutorial,M------,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC390/COEN390/4-EC A 1,ELEC390,,EC A,1,16,1.2 attibute: 0.15,TUT-Tutorial,M------,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC390/COEN390/4-EC B 1,COEN390,,EC B,1,33,1.2 attibute: 0.15,TUT-Tutorial,----F--,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ELEC390/COEN390/4-EC B 1,ELEC390,,EC B,1,17,1.2 attibute: 0.15,TUT-Tutorial,----F--,17:45,19:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R RA 2,ENGR233,,R RA,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R RB 2,ENGR233,,R RB,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R RC 2,ENGR233,,R RC,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UA 5,ENGR233,,U UA,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UB 5,ENGR233,,U UB,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,13:15,14:55,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UC 5,ENGR233,,U UC,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-N NX 44,ENGR290,,N NX,44,30,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-N NY 44,ENGR290,,N NY,44,30,1.2 attibute: 0.15,TUT-Tutorial,--W----,17:45,18:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-U UA 1,ENGR290,,U UA,1,30,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-U UB 1,ENGR290,,U UB,1,30,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUA 2,ENGR371,,UUUA,2,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUB 2,ENGR371,,UUUB,2,35,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUC 2,ENGR371,,UUUC,2,35,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUD 2,ENGR371,,UUUD,2,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WA 3,ENGR371,,W WA,3,35,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WB 3,ENGR371,,W WB,3,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WC 3,ENGR371,,W WC,3,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WD 3,ENGR371,,W WD,3,35,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
